,CustomerID,no_bills,sum_bill,no_item,Recency,Recency_min,no_item_per_bill,Average_bill,summ_bill_log,Average_bill_log,Recency_int,month_interval,no_of_visit_per_month,Country
21,12370.0,4,3425.69,166,2011-10-19 14:51:00,2010-12-14 12:58:00,41.5,856.4225,8.139058190260029,6.752763829140139,10.0,10.3,2.575,Austria
22,12371.0,1,1527.96,62,2011-10-11 10:43:00,2011-10-11 10:43:00,62.0,1527.96,7.331688791373344,7.331688791373344,10.0,0.0,0.0,Switzerland
23,12372.0,3,1196.04,49,2011-09-29 12:12:00,2011-02-16 12:46:00,16.333333333333332,398.68,7.086771378767365,5.988159090099256,9.0,7.466666666666667,2.488888888888889,Denmark
24,12373.0,1,324.6,13,2011-02-01 13:10:00,2011-02-01 13:10:00,13.0,324.6,5.782593655080491,5.782593655080491,2.0,0.0,0.0,Austria
25,12374.0,1,622.93,32,2011-11-14 15:37:00,2011-11-14 15:37:00,32.0,622.93,6.4344341529240845,6.4344341529240845,11.0,0.0,0.0,Austria
26,12375.0,2,377.5,15,2011-11-29 10:36:00,2011-09-02 14:23:00,7.5,188.75,5.933570568689079,5.240423388129134,11.0,2.9,1.45,Finland
27,12377.0,2,1548.12,76,2011-01-28 15:45:00,2010-12-20 09:37:00,38.0,774.06,7.3447965705250455,6.6516493899651,1.0,1.3,0.65,Switzerland
28,12378.0,1,4008.62,219,2011-08-02 10:34:00,2011-08-02 10:34:00,219.0,4008.62,8.296202321420104,8.296202321420104,8.0,0.0,0.0,Switzerland
29,12379.0,2,777.24,38,2011-09-19 10:09:00,2011-06-22 16:32:00,19.0,388.62,6.655749182982826,5.962602002422881,9.0,2.933333333333333,1.4666666666666666,Belgium
30,12380.0,4,2427.81,100,2011-11-18 11:27:00,2011-06-07 09:49:00,25.0,606.9525,7.794744895410653,6.408450534290763,11.0,5.466666666666667,1.3666666666666667,Belgium
31,12381.0,3,1474.81,82,2011-12-05 12:44:00,2011-08-12 09:57:00,27.333333333333332,491.6033333333333,7.296284446917419,6.1976721582493095,12.0,3.8333333333333335,1.277777777777778,Norway
32,12383.0,5,1628.56,94,2011-06-08 08:02:00,2010-12-22 14:28:00,18.8,325.712,7.39545146775879,5.786013555324691,6.0,5.566666666666666,1.1133333333333333,Belgium
33,12384.0,2,425.27000000000004,25,2011-11-11 08:39:00,2011-08-10 11:23:00,12.5,212.63500000000002,6.0527242613281835,5.359577080768238,11.0,3.066666666666667,1.5333333333333334,Switzerland
34,12386.0,2,401.9,10,2011-01-06 12:37:00,2010-12-08 09:53:00,5.0,200.95,5.9962033014551555,5.30305612089521,1.0,0.9666666666666667,0.48333333333333334,Australia
35,12388.0,6,2780.66,100,2011-11-24 12:30:00,2011-01-17 11:12:00,16.666666666666668,463.4433333333333,7.930443588579314,6.138684119351259,11.0,10.366666666666667,1.7277777777777779,Australia
36,12390.0,1,504.84000000000003,31,2011-09-21 09:33:00,2011-09-21 09:33:00,31.0,504.84000000000003,6.22424154739043,6.22424154739043,9.0,0.0,0.0,Belgium
37,12391.0,1,460.89,100,2011-11-18 12:07:00,2011-11-18 12:07:00,100.0,460.89,6.133159402810678,6.133159402810678,11.0,0.0,0.0,Cyprus
38,12393.0,4,1582.6000000000001,64,2011-09-28 15:41:00,2011-01-11 09:47:00,16.0,395.65000000000003,7.366824343175093,5.980529982055202,9.0,8.666666666666666,2.1666666666666665,Australia
39,12394.0,2,1080.48,25,2011-10-07 08:08:00,2011-05-06 14:01:00,12.5,540.24,6.985160665826532,6.292013485266587,10.0,5.1,2.55,Belgium
40,12394.0,2,1080.48,25,2011-10-07 08:08:00,2011-05-06 14:01:00,12.5,540.24,6.985160665826532,6.292013485266587,10.0,5.1,2.55,Denmark
41,12395.0,12,2682.63,144,2011-11-20 15:21:00,2010-12-03 16:35:00,12.0,223.5525,7.894552935585955,5.409646285797955,11.0,11.7,0.975,Belgium
42,12397.0,2,2214.9,124,2011-11-04 09:52:00,2011-07-27 14:21:00,62.0,1107.45,7.70296253473323,7.009815354173284,11.0,3.3,1.65,Belgium
43,12398.0,1,1435.66,84,2011-10-25 10:27:00,2011-10-25 10:27:00,84.0,1435.66,7.269379952771783,7.269379952771783,10.0,0.0,0.0,Switzerland
44,12399.0,4,1033.65,55,2011-08-12 13:15:00,2011-03-23 09:42:00,13.75,258.4125,6.9408515064713265,5.554557145351436,8.0,4.733333333333333,1.1833333333333333,Belgium
45,12401.0,1,69.3,4,2011-02-09 13:50:00,2011-02-09 13:50:00,4.0,69.3,4.238444906195857,4.238444906195857,2.0,0.0,0.0,Belgium
46,12402.0,1,195.6,10,2011-01-20 13:49:00,2011-01-20 13:49:00,10.0,195.6,5.276071757600717,5.276071757600717,1.0,0.0,0.0,Belgium
47,12403.0,1,391.7,4,2011-10-21 10:51:00,2011-10-21 10:51:00,4.0,391.7,5.970496240671785,5.970496240671785,10.0,0.0,0.0,Denmark
48,12405.0,1,1390.39,53,2011-07-14 08:52:00,2011-07-14 08:52:00,53.0,1390.39,7.23733956231035,7.23733956231035,7.0,0.0,0.0,Finland
49,12406.0,2,3415.3,105,2011-11-17 19:22:00,2011-06-09 10:23:00,52.5,1707.65,8.136020615877104,7.44287343531716,11.0,5.366666666666666,2.683333333333333,Denmark
50,12407.0,5,1507.1200000000001,72,2011-10-21 10:11:00,2011-03-20 13:21:00,14.4,301.42400000000004,7.317955823857119,5.7085179114230185,10.0,7.133333333333334,1.4266666666666667,Belgium
51,12408.0,5,2618.55,101,2011-11-07 12:27:00,2011-03-24 14:46:00,20.2,523.71,7.870376008438899,6.260938096004798,11.0,7.566666666666666,1.5133333333333332,Belgium
52,12409.0,3,11072.67,109,2011-09-22 10:38:00,2011-06-10 12:19:00,36.333333333333336,3690.89,9.312235189032393,8.213622900364284,9.0,3.433333333333333,1.1444444444444444,Switzerland
53,12410.0,2,533.33,25,2011-02-04 10:39:00,2011-02-04 10:38:00,12.5,266.665,6.279140369540231,5.585993188980287,2.0,0.0,0.0,Switzerland
54,12412.0,3,1142.88,58,2011-09-26 10:16:00,2011-06-23 13:51:00,19.333333333333332,380.96000000000004,7.041306671406662,5.942694382738552,9.0,3.1333333333333333,1.0444444444444445,Denmark
55,12413.0,3,686.1,36,2011-10-04 09:00:00,2011-01-06 16:12:00,12.0,228.70000000000002,6.531023389696845,5.432411101028736,10.0,9.0,3.0,France
56,12414.0,3,442.41,15,2011-05-06 14:51:00,2011-02-02 14:51:00,5.0,147.47,6.092237053930959,4.993624765262849,5.0,3.1,1.0333333333333334,Austria
57,12415.0,20,124564.53,713,2011-11-15 14:22:00,2011-01-06 11:12:00,35.65,6228.2265,11.732579173861994,8.736846900308002,11.0,10.433333333333334,0.5216666666666667,Australia
58,12417.0,9,3226.1,183,2011-12-06 14:52:00,2010-12-17 11:51:00,20.333333333333332,358.4555555555555,8.079029256344834,5.881804679008614,12.0,11.8,1.3111111111111111,Belgium
59,12417.0,9,3226.1,183,2011-12-06 14:52:00,2010-12-17 11:51:00,20.333333333333332,358.4555555555555,8.079029256344834,5.881804679008614,12.0,11.8,1.3111111111111111,Spain
60,12418.0,1,668.58,34,2011-08-19 11:08:00,2011-08-19 11:08:00,34.0,668.58,6.5051560602870175,6.5051560602870175,8.0,0.0,0.0,Switzerland
61,12420.0,1,600.39,29,2011-10-07 08:55:00,2011-10-07 08:55:00,29.0,600.39,6.3975794440576434,6.3975794440576434,10.0,0.0,0.0,Cyprus
62,12421.0,4,639.04,41,2011-11-24 09:07:00,2011-01-24 15:09:00,10.25,159.76,6.45996705022745,5.07367268910756,11.0,10.1,2.525,Spain
63,12422.0,3,683.5600000000001,38,2011-09-05 09:48:00,2011-01-19 09:13:00,12.666666666666666,227.85333333333335,6.527314435778708,5.428702147110599,9.0,7.633333333333334,2.5444444444444447,Australia
64,12422.0,3,683.5600000000001,38,2011-09-05 09:48:00,2011-01-19 09:13:00,12.666666666666666,227.85333333333335,6.527314435778708,5.428702147110599,9.0,7.633333333333334,2.5444444444444447,Switzerland
65,12423.0,8,1634.31,117,2011-12-09 10:10:00,2010-12-21 10:54:00,14.625,204.28875,7.398975975907925,5.319534434228089,12.0,11.733333333333333,1.4666666666666666,Belgium
66,12424.0,2,1760.96,30,2011-06-30 12:06:00,2011-06-30 12:06:00,15.0,880.48,7.473614393871394,6.780467213311448,6.0,0.0,0.0,Australia
67,12425.0,1,777.2,36,2011-09-22 17:31:00,2011-09-22 17:31:00,36.0,777.2,6.655697717503285,6.655697717503285,9.0,0.0,0.0,Portugal
68,12426.0,1,510.73,29,2011-05-29 12:26:00,2011-05-29 12:26:00,29.0,510.73,6.235841074830201,6.235841074830201,5.0,0.0,0.0,Germany
69,12427.0,3,699.8,28,2011-11-18 08:56:00,2010-12-03 10:44:00,9.333333333333334,233.26666666666665,6.550794579933587,5.452182291265478,11.0,11.633333333333333,3.8777777777777778,Germany
70,12428.0,8,6405.26,287,2011-11-14 08:22:00,2011-03-01 09:33:00,35.875,800.6575,8.764874806793445,6.685433265113608,11.0,8.566666666666666,1.0708333333333333,Finland
71,12429.0,4,3388.4,94,2011-11-30 17:22:00,2010-12-09 12:05:00,23.5,847.1,8.128113112557395,6.741818751437505,11.0,11.866666666666667,2.966666666666667,Denmark
72,12429.0,4,3388.4,94,2011-11-30 17:22:00,2010-12-09 12:05:00,23.5,847.1,8.128113112557395,6.741818751437505,11.0,11.866666666666667,2.966666666666667,Austria
73,12430.0,1,216.4,10,2011-10-27 15:09:00,2011-10-27 15:09:00,10.0,216.4,5.377128546972327,5.377128546972327,10.0,0.0,0.0,Norway
74,12431.0,15,6382.45,233,2011-11-04 11:55:00,2010-12-01 10:03:00,15.533333333333333,425.49666666666667,8.761307315164077,6.053257114061866,11.0,11.266666666666667,0.7511111111111112,Australia
75,12431.0,15,6382.45,233,2011-11-04 11:55:00,2010-12-01 10:03:00,15.533333333333333,425.49666666666667,8.761307315164077,6.053257114061866,11.0,11.266666666666667,0.7511111111111112,Belgium
76,12432.0,4,4359.32,107,2011-10-28 11:43:00,2011-06-20 13:27:00,26.75,1089.83,8.380071360876787,6.993776999756896,10.0,4.3,1.075,Norway
77,12433.0,7,13375.87,420,2011-12-09 10:02:00,2010-12-01 13:24:00,60.0,1910.8385714285716,9.501207616377732,7.555297467322419,12.0,12.4,1.7714285714285716,Norway
78,12434.0,2,806.14,50,2011-09-16 12:38:00,2011-03-24 13:05:00,25.0,403.07,6.692257424693476,5.99911024413353,9.0,5.833333333333333,2.9166666666666665,Australia
79,12435.0,2,7829.89,36,2011-09-21 09:06:00,2011-03-17 07:40:00,18.0,3914.945,8.965703740354877,8.272556559794932,9.0,6.266666666666667,3.1333333333333333,Denmark
80,12436.0,1,429.01000000000005,15,2011-09-01 12:09:00,2011-09-01 12:09:00,15.0,429.01000000000005,6.0614802286796525,6.0614802286796525,9.0,0.0,0.0,Norway
81,12437.0,18,4447.41,184,2011-12-08 11:35:00,2011-01-12 14:13:00,10.222222222222221,247.07833333333332,8.400077183247548,5.509705425351384,12.0,10.966666666666667,0.6092592592592593,France
82,12438.0,2,2466.85,96,2011-11-25 13:28:00,2011-07-22 13:29:00,48.0,1233.425,7.81069731208656,7.117550131526615,11.0,4.166666666666667,2.0833333333333335,Norway
83,12441.0,1,155.55,10,2010-12-08 10:45:00,2010-12-08 10:45:00,10.0,155.55,5.046967223343646,5.046967223343646,0.0,0.0,0.0,France
84,12442.0,1,144.06,11,2011-12-06 14:22:00,2011-12-06 14:22:00,11.0,144.06,4.9702298794612165,4.9702298794612165,12.0,0.0,0.0,Spain
85,12444.0,5,4085.46,172,2011-11-18 13:23:00,2011-06-21 14:00:00,34.4,817.092,8.315189608053544,6.705751695619442,11.0,4.966666666666667,0.9933333333333334,Norway
86,12445.0,1,77.4,3,2011-11-17 18:43:00,2011-11-17 18:43:00,3.0,77.4,4.3489867805956814,4.3489867805956814,11.0,0.0,0.0,Spain
87,12446.0,1,1002.3100000000001,57,2011-10-13 12:50:00,2011-10-13 12:50:00,57.0,1002.3100000000001,6.910062615033829,6.910062615033829,10.0,0.0,0.0,RSA
88,12447.0,1,431.49,25,2011-04-10 13:25:00,2011-04-10 13:25:00,25.0,431.49,6.067244335283908,6.067244335283908,4.0,0.0,0.0,Belgium
89,12448.0,1,365.45,21,2011-10-26 13:46:00,2011-10-26 13:46:00,21.0,365.45,5.901129470926401,5.901129470926401,10.0,0.0,0.0,Spain
90,12449.0,4,3596.29,187,2011-11-17 13:46:00,2011-06-05 15:37:00,46.75,899.0725,8.187658037501155,6.801363676381264,11.0,5.466666666666667,1.3666666666666667,Belgium
91,12450.0,2,197.88,8,2011-07-06 14:41:00,2011-06-19 14:36:00,4.0,98.94,5.287660786359508,4.594513605799563,7.0,0.5666666666666667,0.2833333333333333,Spain
92,12451.0,5,8995.52,353,2011-11-29 08:40:00,2011-01-19 09:05:00,70.6,1799.104,9.104481954608092,7.4950440421739914,11.0,10.433333333333334,2.086666666666667,Switzerland
93,12452.0,1,348.57,20,2011-11-23 08:05:00,2011-11-23 08:05:00,20.0,348.57,5.85383907086288,5.85383907086288,11.0,0.0,0.0,Switzerland
94,12453.0,1,707.09,43,2011-07-28 14:08:00,2011-07-28 14:08:00,43.0,707.09,6.561157956238944,6.561157956238944,7.0,0.0,0.0,Austria
95,12454.0,1,3528.34,15,2011-10-14 17:13:00,2011-10-14 17:13:00,15.0,3528.34,8.168582784365297,8.168582784365297,10.0,0.0,0.0,Spain
96,12455.0,5,2339.86,85,2011-09-27 15:31:00,2011-02-16 09:56:00,17.0,467.97200000000004,7.757846377502089,6.148408465067988,9.0,7.433333333333334,1.4866666666666668,Cyprus
97,12455.0,5,2339.86,85,2011-09-27 15:31:00,2011-02-16 09:56:00,17.0,467.97200000000004,7.757846377502089,6.148408465067988,9.0,7.433333333333334,1.4866666666666668,Spain
98,12456.0,3,2581.04,122,2011-10-26 14:41:00,2011-03-30 09:12:00,40.666666666666664,860.3466666666667,7.855947697467566,6.757335408799457,10.0,7.0,2.3333333333333335,Switzerland
99,12457.0,6,2043.23,59,2011-10-04 13:13:00,2011-04-14 18:57:00,9.833333333333334,340.53833333333336,7.622287168020914,5.830527698792858,10.0,5.733333333333333,0.9555555555555556,Switzerland
100,12457.0,6,2043.23,59,2011-10-04 13:13:00,2011-04-14 18:57:00,9.833333333333334,340.53833333333336,7.622287168020914,5.830527698792858,10.0,5.733333333333333,0.9555555555555556,Cyprus
101,12458.0,2,787.4,36,2011-09-29 15:25:00,2011-02-28 10:55:00,18.0,393.7,6.668736378509637,5.975589197949692,9.0,7.1,3.55,Switzerland
102,12461.0,1,626.88,34,2011-07-08 10:23:00,2011-07-08 10:23:00,34.0,626.88,6.440755134756176,6.440755134756176,7.0,0.0,0.0,Switzerland
103,12462.0,2,937.59,60,2011-11-21 09:11:00,2011-02-09 14:44:00,30.0,468.795,6.8433127532368605,6.150165572676915,11.0,9.466666666666667,4.733333333333333,Spain
104,12463.0,4,1200.78,79,2011-10-17 13:44:00,2011-04-12 12:47:00,19.75,300.195,7.090726624617589,5.704432263497698,10.0,6.266666666666667,1.5666666666666667,Belgium
105,12464.0,8,957.05,22,2011-11-29 13:33:00,2011-02-03 13:30:00,2.75,119.63125,6.863855636692119,4.784414095012282,11.0,9.966666666666667,1.2458333333333333,Belgium
106,12465.0,2,682.1899999999999,45,2011-11-22 16:34:00,2011-06-23 13:37:00,22.5,341.09499999999997,6.525308211419179,5.8321610308592335,11.0,5.066666666666666,2.533333333333333,Belgium
107,12468.0,2,657.54,36,2011-06-05 11:36:00,2011-01-27 13:29:00,18.0,328.77,6.488505598703356,5.795358418143411,6.0,4.266666666666667,2.1333333333333333,Germany
108,12472.0,7,6068.11,332,2011-11-07 14:01:00,2010-12-05 14:19:00,47.42857142857143,866.8728571428571,8.710802468188096,6.764892319132783,11.0,11.2,1.5999999999999999,Germany
109,12473.0,3,2596.23,161,2011-10-17 11:27:00,2011-06-01 10:15:00,53.666666666666664,865.41,7.861815671742258,6.763203383074149,10.0,4.6,1.5333333333333332,Germany
110,12474.0,18,6745.79,408,2011-11-22 14:39:00,2011-01-14 10:06:00,22.666666666666668,374.7661111111111,8.816673885578805,5.926302127682639,11.0,10.4,0.5777777777777778,Germany
111,12475.0,1,669.38,35,2011-10-17 10:10:00,2011-10-17 10:10:00,35.0,669.38,6.506351910828644,6.506351910828644,10.0,0.0,0.0,Germany
112,12476.0,11,5898.42,224,2011-11-24 12:40:00,2010-12-13 14:39:00,20.363636363636363,536.22,8.682439797419725,6.284544524621356,11.0,11.5,1.0454545454545454,Germany
113,12477.0,6,13219.74,300,2011-11-17 09:51:00,2011-02-11 12:45:00,50.0,2203.29,9.489466446041323,7.697706976813268,11.0,9.266666666666667,1.5444444444444445,Germany
114,12478.0,1,545.99,35,2011-12-06 09:56:00,2011-12-06 09:56:00,35.0,545.99,6.302600660558868,6.302600660558868,12.0,0.0,0.0,Greece
115,12479.0,1,473.2,30,2011-11-28 13:26:00,2011-11-28 13:26:00,30.0,473.2,6.159518132104232,6.159518132104232,11.0,0.0,0.0,Germany
116,12480.0,4,2885.63,150,2011-11-11 14:52:00,2011-01-07 15:27:00,37.5,721.4075,7.967498525986631,6.58120416486674,11.0,10.233333333333333,2.558333333333333,Germany
117,12481.0,10,5020.32,209,2011-11-17 08:29:00,2010-12-09 10:13:00,20.9,502.032,8.521248955674068,6.218663862680022,11.0,11.4,1.1400000000000001,Germany
118,12483.0,8,1910.98,68,2011-11-22 17:02:00,2011-01-04 14:20:00,8.5,238.8725,7.5553714784607555,5.475929936780919,11.0,10.733333333333333,1.3416666666666666,Sweden
119,12484.0,4,3953.72,342,2011-11-04 15:18:00,2011-01-07 14:04:00,85.5,988.43,8.282412186857908,6.896117825738016,11.0,10.033333333333333,2.5083333333333333,Spain
120,12488.0,3,1244.66,54,2011-11-30 08:50:00,2011-09-25 10:34:00,18.0,414.8866666666667,7.126617679232819,6.028005390564709,11.0,2.1666666666666665,0.7222222222222222,France
121,12489.0,1,298.93,14,2011-01-07 13:13:00,2011-01-07 13:13:00,14.0,298.93,5.700209432269419,5.700209432269419,1.0,0.0,0.0,France
122,12490.0,10,4859.93,235,2011-12-04 16:07:00,2011-01-14 09:13:00,23.5,485.99300000000005,8.48877931349863,6.186194220504585,12.0,10.8,1.08,France
123,12491.0,1,424.40000000000003,25,2011-11-01 12:18:00,2011-11-01 12:18:00,25.0,424.40000000000003,6.050676406739828,6.050676406739828,11.0,0.0,0.0,France
124,12492.0,2,227.21,18,2011-10-07 15:15:00,2011-08-26 14:51:00,9.0,113.605,5.425874699962912,4.7327275194029665,10.0,1.4,0.7,Germany
125,12493.0,2,379.74,20,2011-06-27 10:17:00,2011-05-26 14:53:00,10.0,189.87,5.939486808015269,5.246339627455324,6.0,1.0333333333333334,0.5166666666666667,France
126,12494.0,7,1084.1000000000001,71,2011-11-24 09:34:00,2010-12-09 11:31:00,10.142857142857142,154.8714285714286,6.9885054286672466,5.042595279611933,11.0,11.633333333333333,1.6619047619047618,France
127,12497.0,1,953.1,13,2011-09-19 12:29:00,2011-09-19 12:29:00,13.0,953.1,6.85971982994358,6.85971982994358,9.0,0.0,0.0,Germany
128,12498.0,3,349.70000000000005,21,2011-11-18 12:53:00,2011-10-13 09:30:00,7.0,116.56666666666668,5.85707564406933,4.75846335540122,11.0,1.2,0.39999999999999997,Germany
129,12500.0,11,4059.82,52,2011-11-16 16:20:00,2011-01-10 09:48:00,4.7272727272727275,369.07454545454544,8.308893916637585,5.910998643839214,11.0,10.333333333333334,0.9393939393939394,Germany
130,12501.0,1,2025.39,148,2011-01-07 12:28:00,2011-01-07 12:28:00,148.0,2025.39,7.613517553589659,7.613517553589659,1.0,0.0,0.0,Germany
131,12502.0,5,2995.87,142,2011-09-05 11:52:00,2011-02-03 10:41:00,28.4,599.174,8.004989952507435,6.395552040073333,9.0,7.133333333333334,1.4266666666666667,Spain
132,12504.0,2,428.04999999999995,8,2011-11-21 16:02:00,2011-11-09 14:56:00,4.0,214.02499999999998,6.0592400111884945,5.366092830628549,11.0,0.4,0.2,Germany
133,12506.0,1,73.5,23,2011-04-21 08:54:00,2011-04-21 08:54:00,23.0,73.5,4.297285406218791,4.297285406218791,4.0,0.0,0.0,France
134,12507.0,3,1052.81,19,2011-07-28 17:09:00,2011-02-14 09:24:00,6.333333333333333,350.93666666666667,6.959218059006186,5.860605770338076,7.0,5.466666666666667,1.8222222222222222,Spain
135,12508.0,2,398.27,69,2011-11-13 15:37:00,2011-11-10 16:27:00,34.5,199.135,5.987130167240427,5.293982986680482,11.0,0.06666666666666667,0.03333333333333333,France
136,12509.0,1,158.5,6,2011-02-28 14:45:00,2011-02-28 14:45:00,6.0,158.5,5.065754593317335,5.065754593317335,2.0,0.0,0.0,France
137,12510.0,2,814.5699999999999,31,2011-07-20 10:15:00,2011-01-18 14:04:00,15.5,407.28499999999997,6.702660366645159,6.009513186085214,7.0,6.066666666666666,3.033333333333333,Spain
138,12512.0,2,138.03,34,2011-10-04 14:55:00,2011-10-04 14:53:00,17.0,69.015,4.927471052835487,4.234323872275541,10.0,0.0,0.0,Israel
139,12513.0,1,558.29,34,2011-08-19 10:51:00,2011-08-19 10:51:00,34.0,558.29,6.324878540638796,6.324878540638796,8.0,0.0,0.0,France
140,12514.0,1,1017.68,51,2011-03-17 16:38:00,2011-03-17 16:38:00,51.0,1017.68,6.925280805847955,6.925280805847955,3.0,0.0,0.0,Italy
141,12515.0,1,278.7,15,2010-12-21 15:43:00,2010-12-21 15:43:00,15.0,278.7,5.630135934487902,5.630135934487902,0.0,0.0,0.0,Italy
142,12516.0,2,1186.06,24,2011-09-23 09:13:00,2011-06-12 11:37:00,12.0,593.03,7.078392168497253,6.385244987937308,9.0,3.4,1.7,Germany
143,12517.0,4,2322.84,281,2011-11-11 13:57:00,2011-06-02 15:13:00,70.25,580.71,7.750545853945455,6.364251492825564,11.0,5.366666666666666,1.3416666666666666,Germany
144,12518.0,5,1840.89,119,2011-12-09 10:13:00,2011-08-21 13:18:00,23.8,368.178,7.518004429312172,5.908566516878071,12.0,3.6333333333333333,0.7266666666666667,Germany
145,12519.0,1,286.84,17,2011-10-07 09:26:00,2011-10-07 09:26:00,17.0,286.84,5.658924569014374,5.658924569014374,10.0,0.0,0.0,Germany
146,12520.0,5,2346.2599999999998,147,2011-09-21 15:23:00,2011-03-11 11:35:00,29.4,469.25199999999995,7.760577850012041,6.15113993757794,9.0,6.466666666666667,1.2933333333333334,Germany
147,12521.0,1,545.68,37,2011-07-20 10:51:00,2011-07-20 10:51:00,37.0,545.68,6.302032723346464,6.302032723346464,7.0,0.0,0.0,Germany
148,12522.0,2,156.72,10,2011-10-31 15:30:00,2011-10-19 14:41:00,5.0,78.36,5.054460773636285,4.36131359307634,10.0,0.4,0.2,Germany
149,12523.0,11,1699.77,102,2011-11-20 12:55:00,2011-01-12 09:43:00,9.272727272727273,154.52454545454546,7.438248226773585,5.040352953975215,11.0,10.4,0.9454545454545454,France
150,12524.0,8,3945.72,136,2011-11-30 15:31:00,2011-01-10 10:35:00,17.0,493.215,8.280386726132845,6.200945184453008,11.0,10.8,1.35,Germany
151,12526.0,3,1172.66,68,2011-12-09 12:09:00,2011-09-06 14:19:00,22.666666666666668,390.8866666666667,7.067029951564911,5.968417662896801,12.0,3.1,1.0333333333333334,Germany
152,12527.0,3,330.71000000000004,17,2011-09-19 11:55:00,2011-01-18 12:05:00,5.666666666666667,110.23666666666668,5.80124185841777,4.702629569749661,9.0,8.1,2.6999999999999997,Germany
153,12528.0,6,1645.48,86,2011-11-30 14:40:00,2011-01-31 09:05:00,14.333333333333334,274.24666666666667,7.405787413949153,5.614027944721098,11.0,10.1,1.6833333333333333,Germany
154,12530.0,4,1500.28,62,2011-10-11 12:34:00,2011-01-07 10:04:00,15.5,375.07,7.313407036336914,5.927112675217023,10.0,9.233333333333333,2.308333333333333,Germany
