,CustomerID,no_bills,sum_bill,Recency,Recency_min,Average_bill,Recency_int,month_interval,no_of_visit_per_month,,,
35,12390,1,504.84,21-09-2011 09:33,21-09-2011 09:33,504.84,9,0,0,,6.224241547,
36,12391,1,460.89,18-11-2011 12:07,18-11-2011 12:07,460.89,11,0,0,,6.133159403,
37,12393,4,1582.6,28-09-2011 15:41,11-01-2011 09:47,395.65,9,8.666666667,2.166666667,,5.980529982,
38,12394,2,1080.48,07-10-2011 08:08,06-05-2011 14:01,540.24,10,5.1,2.55,,6.292013485,
39,12395,12,2682.63,20-11-2011 15:21,03-12-2010 16:35,223.5525,11,11.7,0.975,,5.409646286,
40,12397,2,2214.9,04-11-2011 09:52,27-07-2011 14:21,1107.45,11,3.3,1.65,,7.009815354,
41,12398,1,1435.66,25-10-2011 10:27,25-10-2011 10:27,1435.66,10,0,0,,7.269379953,
42,12399,4,1033.65,12-08-2011 13:15,23-03-2011 09:42,258.4125,8,4.733333333,1.183333333,,5.554557145,
43,12401,1,69.3,09-02-2011 13:50,09-02-2011 13:50,69.3,2,0,0,,4.238444906,
44,12402,1,195.6,20-01-2011 13:49,20-01-2011 13:49,195.6,1,0,0,,5.276071758,
45,12403,1,391.7,21-10-2011 10:51,21-10-2011 10:51,391.7,10,0,0,,5.970496241,
46,12405,1,1390.39,14-07-2011 08:52,14-07-2011 08:52,1390.39,7,0,0,,7.237339562,
47,12406,2,3415.3,17-11-2011 19:22,09-06-2011 10:23,1707.65,11,5.366666667,2.683333333,,7.442873435,
48,12407,5,1507.12,21-10-2011 10:11,20-03-2011 13:21,301.424,10,7.133333333,1.426666667,,5.708517911,
49,12408,5,2618.55,07-11-2011 12:27,24-03-2011 14:46,523.71,11,7.566666667,1.513333333,,6.260938096,
50,12409,3,11072.67,22-09-2011 10:38,10-06-2011 12:19,3690.89,9,3.433333333,1.144444444,,8.2136229,
51,12410,2,533.33,04-02-2011 10:39,04-02-2011 10:38,266.665,2,0,0,,5.585993189,
52,12412,3,1142.88,26-09-2011 10:16,23-06-2011 13:51,380.96,9,3.133333333,1.044444444,,5.942694383,
53,12413,3,686.1,04-10-2011 09:00,06-01-2011 16:12,228.7,10,9,3,,5.432411101,
54,12414,3,442.41,06-05-2011 14:51,02-02-2011 14:51,147.47,5,3.1,1.033333333,,4.993624765,
55,12415,20,124564.53,15-11-2011 14:22,06-01-2011 11:12,6228.2265,11,10.43333333,0.521666667,,8.7368469,
56,12417,9,3226.1,06-12-2011 14:52,17-12-2010 11:51,358.4555556,12,11.8,1.311111111,,5.881804679,
57,12418,1,668.58,19-08-2011 11:08,19-08-2011 11:08,668.58,8,0,0,,6.50515606,
58,12420,1,600.39,07-10-2011 08:55,07-10-2011 08:55,600.39,10,0,0,,6.397579444,
59,12421,4,639.04,24-11-2011 09:07,24-01-2011 15:09,159.76,11,10.1,2.525,,5.073672689,
60,12422,3,683.56,05-09-2011 09:48,19-01-2011 09:13,227.8533333,9,7.633333333,2.544444444,,5.428702147,
61,12423,8,1634.31,09-12-2011 10:10,21-12-2010 10:54,204.28875,12,11.73333333,1.466666667,,5.319534434,
62,12424,2,1760.96,30-06-2011 12:06,30-06-2011 12:06,880.48,6,0,0,,6.780467213,
63,12425,1,777.2,22-09-2011 17:31,22-09-2011 17:31,777.2,9,0,0,,6.655697718,
64,12426,1,510.73,29-05-2011 12:26,29-05-2011 12:26,510.73,5,0,0,,6.235841075,
65,12427,3,699.8,18-11-2011 08:56,03-12-2010 10:44,233.2666667,11,11.63333333,3.877777778,,5.452182291,
66,12428,8,6405.26,14-11-2011 08:22,01-03-2011 09:33,800.6575,11,8.566666667,1.070833333,,6.685433265,
67,12429,4,3388.4,30-11-2011 17:22,09-12-2010 12:05,847.1,11,11.86666667,2.966666667,,6.741818751,
68,12430,1,216.4,27-10-2011 15:09,27-10-2011 15:09,216.4,10,0,0,,5.377128547,
69,12431,15,6382.45,04-11-2011 11:55,01-12-2010 10:03,425.4966667,11,11.26666667,0.751111111,,6.053257114,
70,12432,4,4359.32,28-10-2011 11:43,20-06-2011 13:27,1089.83,10,4.3,1.075,,6.993777,
71,12433,7,13375.87,09-12-2011 10:02,01-12-2010 13:24,1910.838571,12,12.4,1.771428571,,7.555297467,
72,12434,2,806.14,16-09-2011 12:38,24-03-2011 13:05,403.07,9,5.833333333,2.916666667,,5.999110244,
73,12435,2,7829.89,21-09-2011 09:06,17-03-2011 07:40,3914.945,9,6.266666667,3.133333333,,8.27255656,
74,12436,1,429.01,01-09-2011 12:09,01-09-2011 12:09,429.01,9,0,0,,6.061480229,
75,12437,18,4447.41,08-12-2011 11:35,12-01-2011 14:13,247.0783333,12,10.96666667,0.609259259,,5.509705425,
76,12438,2,2466.85,25-11-2011 13:28,22-07-2011 13:29,1233.425,11,4.166666667,2.083333333,,7.117550132,
77,12441,1,155.55,08-12-2010 10:45,08-12-2010 10:45,155.55,0,0,0,,5.046967223,
78,12442,1,144.06,06-12-2011 14:22,06-12-2011 14:22,144.06,12,0,0,,4.970229879,
79,12444,5,4085.46,18-11-2011 13:23,21-06-2011 14:00,817.092,11,4.966666667,0.993333333,,6.705751696,
80,12445,1,77.4,17-11-2011 18:43,17-11-2011 18:43,77.4,11,0,0,,4.348986781,
81,12446,1,1002.31,13-10-2011 12:50,13-10-2011 12:50,1002.31,10,0,0,,6.910062615,
82,12447,1,431.49,10-04-2011 13:25,10-04-2011 13:25,431.49,4,0,0,,6.067244335,
83,12448,1,365.45,26-10-2011 13:46,26-10-2011 13:46,365.45,10,0,0,,5.901129471,
84,12449,4,3596.29,17-11-2011 13:46,05-06-2011 15:37,899.0725,11,5.466666667,1.366666667,,6.801363676,
85,12450,2,197.88,06-07-2011 14:41,19-06-2011 14:36,98.94,7,0.566666667,0.283333333,,4.594513606,
86,12451,5,8995.52,29-11-2011 08:40,19-01-2011 09:05,1799.104,11,10.43333333,2.086666667,,7.495044042,
87,12452,1,348.57,23-11-2011 08:05,23-11-2011 08:05,348.57,11,0,0,,5.853839071,
88,12453,1,707.09,28-07-2011 14:08,28-07-2011 14:08,707.09,7,0,0,,6.561157956,
89,12454,1,3528.34,14-10-2011 17:13,14-10-2011 17:13,3528.34,10,0,0,,8.168582784,
90,12455,5,2339.86,27-09-2011 15:31,16-02-2011 09:56,467.972,9,7.433333333,1.486666667,,6.148408465,
91,12456,3,2581.04,26-10-2011 14:41,30-03-2011 09:12,860.3466667,10,7,2.333333333,,6.757335409,
92,12457,6,2043.23,04-10-2011 13:13,14-04-2011 18:57,340.5383333,10,5.733333333,0.955555556,,5.830527699,
93,12458,2,787.4,29-09-2011 15:25,28-02-2011 10:55,393.7,9,7.1,3.55,,5.975589198,
94,12461,1,626.88,08-07-2011 10:23,08-07-2011 10:23,626.88,7,0,0,,6.440755135,
95,12462,2,937.59,21-11-2011 09:11,09-02-2011 14:44,468.795,11,9.466666667,4.733333333,,6.150165573,
96,12463,4,1200.78,17-10-2011 13:44,12-04-2011 12:47,300.195,10,6.266666667,1.566666667,,5.704432263,
97,12464,8,957.05,29-11-2011 13:33,03-02-2011 13:30,119.63125,11,9.966666667,1.245833333,,4.784414095,
98,12465,2,682.19,22-11-2011 16:34,23-06-2011 13:37,341.095,11,5.066666667,2.533333333,,5.832161031,
99,12468,2,657.54,05-06-2011 11:36,27-01-2011 13:29,328.77,6,4.266666667,2.133333333,,5.795358418,
100,12471,27,17424.05,07-12-2011 15:43,10-12-2010 09:35,645.3351852,12,12.06666667,0.44691358,,6.469769849,
101,12472,7,6068.11,07-11-2011 14:01,05-12-2010 14:19,866.8728571,11,11.2,1.6,,6.764892319,
102,12473,3,2596.23,17-10-2011 11:27,01-06-2011 10:15,865.41,10,4.6,1.533333333,,6.763203383,
103,12474,18,6745.79,22-11-2011 14:39,14-01-2011 10:06,374.7661111,11,10.4,0.577777778,,5.926302128,
104,12475,1,669.38,17-10-2011 10:10,17-10-2011 10:10,669.38,10,0,0,,6.506351911,
105,12476,11,5898.42,24-11-2011 12:40,13-12-2010 14:39,536.22,11,11.5,1.045454545,,6.284544525,
106,12477,6,13219.74,17-11-2011 09:51,11-02-2011 12:45,2203.29,11,9.266666667,1.544444444,,7.697706977,
107,12478,1,545.99,06-12-2011 09:56,06-12-2011 09:56,545.99,12,0,0,,6.302600661,
108,12479,1,473.2,28-11-2011 13:26,28-11-2011 13:26,473.2,11,0,0,,6.159518132,
109,12480,4,2885.63,11-11-2011 14:52,07-01-2011 15:27,721.4075,11,10.23333333,2.558333333,,6.581204165,
110,12481,10,5020.32,17-11-2011 08:29,09-12-2010 10:13,502.032,11,11.4,1.14,,6.218663863,
111,12483,8,1910.98,22-11-2011 17:02,04-01-2011 14:20,238.8725,11,10.73333333,1.341666667,,5.475929937,
112,12484,4,3953.72,04-11-2011 15:18,07-01-2011 14:04,988.43,11,10.03333333,2.508333333,,6.896117826,
113,12488,3,1244.66,30-11-2011 08:50,25-09-2011 10:34,414.8866667,11,2.166666667,0.722222222,,6.028005391,
114,12489,1,298.93,07-01-2011 13:13,07-01-2011 13:13,298.93,1,0,0,,5.700209432,
115,12490,10,4859.93,04-12-2011 16:07,14-01-2011 09:13,485.993,12,10.8,1.08,,6.186194221,
116,12491,1,424.4,01-11-2011 12:18,01-11-2011 12:18,424.4,11,0,0,,6.050676407,
117,12492,2,227.21,07-10-2011 15:15,26-08-2011 14:51,113.605,10,1.4,0.7,,4.732727519,
118,12493,2,379.74,27-06-2011 10:17,26-05-2011 14:53,189.87,6,1.033333333,0.516666667,,5.246339627,
119,12494,7,1084.1,24-11-2011 09:34,09-12-2010 11:31,154.8714286,11,11.63333333,1.661904762,,5.04259528,
120,12497,1,953.1,19-09-2011 12:29,19-09-2011 12:29,953.1,9,0,0,,6.85971983,
121,12498,3,349.7,18-11-2011 12:53,13-10-2011 09:30,116.5666667,11,1.2,0.4,,4.758463355,
122,12500,11,4059.82,16-11-2011 16:20,10-01-2011 09:48,369.0745455,11,10.33333333,0.939393939,,5.910998644,
123,12501,1,2025.39,07-01-2011 12:28,07-01-2011 12:28,2025.39,1,0,0,,7.613517554,
124,12502,5,2995.87,05-09-2011 11:52,03-02-2011 10:41,599.174,9,7.133333333,1.426666667,,6.39555204,
125,12504,2,428.05,21-11-2011 16:02,09-11-2011 14:56,214.025,11,0.4,0.2,,5.366092831,
126,12506,1,73.5,21-04-2011 08:54,21-04-2011 08:54,73.5,4,0,0,,4.297285406,
127,12507,3,1052.81,28-07-2011 17:09,14-02-2011 09:24,350.9366667,7,5.466666667,1.822222222,,5.86060577,
128,12508,2,398.27,13-11-2011 15:37,10-11-2011 16:27,199.135,11,0.066666667,0.033333333,,5.293982987,
129,12509,1,158.5,28-02-2011 14:45,28-02-2011 14:45,158.5,2,0,0,,5.065754593,
130,12510,2,814.57,20-07-2011 10:15,18-01-2011 14:04,407.285,7,6.066666667,3.033333333,,6.009513186,
131,12512,2,138.03,04-10-2011 14:55,04-10-2011 14:53,69.015,10,0,0,,4.234323872,
132,12513,1,558.29,19-08-2011 10:51,19-08-2011 10:51,558.29,8,0,0,,6.324878541,
133,12514,1,1017.68,17-03-2011 16:38,17-03-2011 16:38,1017.68,3,0,0,,6.925280806,
134,12515,1,278.7,21-12-2010 15:43,21-12-2010 15:43,278.7,0,0,0,,5.630135934,
135,12516,2,1186.06,23-09-2011 09:13,12-06-2011 11:37,593.03,9,3.4,1.7,,6.385244988,
136,12517,4,2322.84,11-11-2011 13:57,02-06-2011 15:13,580.71,11,5.366666667,1.341666667,,6.364251493,
137,12518,5,1840.89,09-12-2011 10:13,21-08-2011 13:18,368.178,12,3.633333333,0.726666667,,5.908566517,
138,12519,1,286.84,07-10-2011 09:26,07-10-2011 09:26,286.84,10,0,0,,5.658924569,
139,12520,5,2346.26,21-09-2011 15:23,11-03-2011 11:35,469.252,9,6.466666667,1.293333333,,6.151139938,
140,12521,1,545.68,20-07-2011 10:51,20-07-2011 10:51,545.68,7,0,0,,6.302032723,
141,12522,2,156.72,31-10-2011 15:30,19-10-2011 14:41,78.36,10,0.4,0.2,,4.361313593,
142,12523,11,1699.77,20-11-2011 12:55,12-01-2011 09:43,154.5245455,11,10.4,0.945454545,,5.040352954,
143,12524,8,3945.72,30-11-2011 15:31,10-01-2011 10:35,493.215,11,10.8,1.35,,6.200945184,
144,12526,3,1172.66,09-12-2011 12:09,06-09-2011 14:19,390.8866667,12,3.1,1.033333333,,5.968417663,
145,12527,3,330.71,19-09-2011 11:55,18-01-2011 12:05,110.2366667,9,8.1,2.7,,4.70262957,
146,12528,6,1645.48,30-11-2011 14:40,31-01-2011 09:05,274.2466667,11,10.1,1.683333333,,5.614027945,
147,12530,4,1500.28,11-10-2011 12:34,07-01-2011 10:04,375.07,10,9.233333333,2.308333333,,5.927112675,
148,12531,1,125.22,25-11-2011 11:12,25-11-2011 11:12,125.22,11,0,0,,4.83007219,
149,12532,1,313.83,09-11-2011 13:47,09-11-2011 13:47,313.83,11,0,0,,5.748851438,
150,12534,1,981.18,01-08-2011 10:26,01-08-2011 10:26,981.18,8,0,0,,6.888755929,
151,12535,2,716.35,09-09-2011 08:48,06-06-2011 12:47,358.175,9,3.133333333,1.566666667,,5.881021694,
152,12536,1,4279.71,11-10-2011 14:52,11-10-2011 14:52,4279.71,10,0,0,,8.361640529,
153,12538,1,363.95,10-11-2011 17:16,10-11-2011 17:16,363.95,11,0,0,,5.897016496,
154,12539,4,5568.35,17-11-2011 13:30,10-01-2011 09:11,1392.0875,11,10.36666667,2.591666667,,7.238559698,
155,12540,17,11580.24,20-11-2011 11:31,13-12-2010 09:39,681.1905882,11,11.4,0.670588235,,6.523842132,
156,12541,3,841.18,10-11-2011 10:40,04-03-2011 09:32,280.3933333,11,8.366666667,2.788888889,,5.636193379,
157,12544,1,316.7,03-11-2011 16:15,03-11-2011 16:15,316.7,11,0,0,,5.757954954,
158,12545,2,832.39,25-09-2011 13:39,25-03-2011 12:04,416.195,9,6.133333333,3.066666667,,6.0311539,
159,12546,2,1021.5,24-10-2011 12:09,23-09-2011 09:44,510.75,10,1.033333333,0.516666667,,6.235880234,
160,12547,2,151.8,26-05-2011 12:38,04-03-2011 12:46,75.9,5,2.733333333,1.366666667,,4.329416684,
161,12548,1,67.2,26-06-2011 15:35,26-06-2011 15:35,67.2,6,0,0,,4.207673248,
162,12550,1,824.83,21-09-2011 14:35,21-09-2011 14:35,824.83,9,0,0,,6.715177304,
163,12551,1,168,17-12-2010 11:23,17-12-2010 11:23,168,0,0,0,,5.123963979,
164,12552,1,317.82,31-10-2011 12:11,31-10-2011 12:11,317.82,10,0,0,,5.761485185,
165,12553,10,3278.28,01-12-2011 16:38,14-01-2011 10:42,327.828,12,10.7,1.07,,5.792489081,
166,12556,2,603.71,20-10-2011 13:06,11-07-2011 13:35,301.855,10,3.333333333,1.666666667,,5.70994677,
167,12557,5,11990.96,23-11-2011 16:59,03-12-2010 12:20,2398.192,11,11.83333333,2.366666667,,7.782470399,
168,12558,1,269.96,02-12-2011 10:41,02-12-2011 10:41,269.96,12,0,0,,5.5982738,
169,12559,2,525.71,02-02-2011 09:49,24-01-2011 10:12,262.855,2,0.266666667,0.133333333,,5.571602549,
170,12560,2,1918.01,04-12-2011 13:54,19-07-2011 15:55,959.005,12,4.566666667,2.283333333,,6.865896289,
171,12561,1,238.85,10-02-2011 11:39,10-02-2011 11:39,238.85,2,0,0,,5.47583574,
172,12562,7,3385.74,01-12-2011 17:20,25-05-2011 12:44,483.6771429,12,6.333333333,0.904761905,,6.181417624,
173,12564,1,402.9,23-03-2011 14:55,23-03-2011 14:55,402.9,3,0,0,,5.998688392,
174,12565,1,145.92,24-02-2011 10:34,24-02-2011 10:34,145.92,2,0,0,,4.983058526,
175,12566,1,297.65,14-09-2011 14:30,14-09-2011 14:30,297.65,9,0,0,,5.6959183,
176,12567,10,8609.28,17-11-2011 11:02,05-12-2010 11:57,860.928,11,11.53333333,1.153333333,,6.758010877,
177,12569,32,3152.69,07-12-2011 16:24,01-04-2011 13:47,98.5215625,12,8.333333333,0.260416667,,4.590275433,
178,12571,2,519.61,31-10-2011 10:19,10-08-2011 12:35,259.805,10,2.7,1.35,,5.55993135,
179,12572,2,912.42,01-12-2011 09:20,19-10-2011 08:20,456.21,12,1.433333333,0.716666667,,6.12295323,
180,12573,1,160.54,26-04-2011 15:52,26-04-2011 15:52,160.54,4,0,0,,5.078543133,
181,12574,1,182.45,28-01-2011 09:20,28-01-2011 09:20,182.45,1,0,0,,5.206476163,
182,12576,5,1315.83,04-11-2011 10:11,08-02-2011 11:31,263.166,11,8.933333333,1.786666667,,5.572785012,
183,12577,3,653.85,04-11-2011 13:24,15-12-2010 16:21,217.95,11,10.76666667,3.588888889,,5.384265679,
184,12578,2,2402.51,18-11-2011 13:30,13-01-2011 15:34,1201.255,11,10.26666667,5.133333333,,7.091122123,
185,12579,1,386.42,22-09-2011 17:15,22-09-2011 17:15,386.42,9,0,0,,5.956924861,
186,12580,1,379.7,07-04-2011 10:24,07-04-2011 10:24,379.7,4,0,0,,5.939381467,
187,12581,1,179.71,31-10-2011 08:56,31-10-2011 08:56,179.71,10,0,0,,5.191344441,
188,12582,2,351.36,15-04-2011 08:45,24-02-2011 11:42,175.68,4,1.633333333,0.816666667,,5.168664158,
189,12583,15,6705.38,07-12-2011 08:07,01-12-2010 08:45,447.0253333,12,12.33333333,0.822222222,,6.102615267,
190,12584,9,2254.15,06-12-2011 09:35,04-03-2011 15:15,250.4611111,12,9.2,1.022222222,,5.523303663,
191,12585,2,1824.1,19-04-2011 13:39,23-12-2010 12:58,912.05,4,3.9,1.95,,6.815694813,
192,12586,1,196.94,22-11-2011 16:24,22-11-2011 16:24,196.94,11,0,0,,5.282899114,
193,12587,1,104,02-12-2011 12:47,02-12-2011 12:47,104,12,0,0,,4.644390899,
194,12588,1,174.9,31-10-2011 15:01,31-10-2011 15:01,174.9,10,0,0,,5.164214382,
195,12589,2,574.68,11-11-2011 10:19,18-07-2011 12:05,287.34,11,3.833333333,1.916666667,,5.660666184,
196,12590,1,9341.26,12-05-2011 14:46,12-05-2011 14:46,9341.26,5,0,0,,9.142196426,
197,12591,1,368.85,26-01-2011 14:35,26-01-2011 14:35,368.85,1,0,0,,5.910390057,
198,12592,2,401.6,08-09-2011 15:04,10-05-2011 13:44,200.8,9,4.033333333,2.016666667,,5.302309388,
199,12593,3,382.1,23-08-2011 12:43,05-05-2011 09:29,127.3666667,8,3.666666667,1.222222222,,4.847070066,
200,12594,9,3208.22,02-11-2011 12:20,21-01-2011 09:52,356.4688889,11,9.5,1.055555556,,5.876246968,
201,12596,2,450.27,19-10-2011 13:02,11-04-2011 13:22,225.135,10,6.333333333,3.166666667,,5.416700222,
202,12597,4,3195.22,20-11-2011 13:33,16-03-2011 14:00,798.805,11,8.266666667,2.066666667,,6.683116861,
203,12598,7,2807.08,30-11-2011 12:18,28-02-2011 11:58,401.0114286,11,9.166666667,1.30952381,,5.993989927,
204,12599,7,888.58,10-11-2011 13:34,08-02-2011 13:28,126.94,11,9.166666667,1.30952381,,4.843714534,
205,12600,10,2311.04,11-11-2011 10:29,03-12-2010 12:57,231.104,11,11.4,1.14,,5.442867826,
206,12601,5,487.06,03-06-2011 10:17,11-01-2011 10:38,97.412,6,4.733333333,0.946666667,,4.578949406,
207,12602,1,153.12,12-10-2011 11:22,12-10-2011 11:22,153.12,10,0,0,,5.031221928,
208,12603,1,613.2,18-11-2011 10:42,18-11-2011 10:42,613.2,11,0,0,,6.418691147,
209,12604,2,236.18,21-09-2011 14:08,23-03-2011 12:06,118.09,9,6.066666667,3.033333333,,4.771447046,
210,12607,1,1579.51,10-10-2011 16:06,10-10-2011 16:06,1579.51,10,0,0,,7.364869951,
211,12609,3,964.85,22-09-2011 16:34,25-01-2011 15:13,321.6166667,9,8,2.666666667,,5.77336036,
212,12610,4,1747.54,17-11-2011 09:34,05-08-2011 13:52,436.885,11,3.433333333,0.858333333,,6.079670003,
213,12611,1,1193.32,18-10-2011 13:12,18-10-2011 13:12,1193.32,10,0,0,,7.084494617,
214,12612,1,668.04,26-09-2011 15:35,26-09-2011 15:35,668.04,9,0,0,,6.504348052,
215,12613,4,3092.38,13-10-2011 14:59,22-03-2011 15:42,773.095,10,6.8,1.7,,6.650401939,
216,12614,1,315.6,07-03-2011 10:22,07-03-2011 10:22,315.6,3,0,0,,5.754475589,
217,12615,4,2093.19,07-12-2011 15:02,24-06-2011 13:35,523.2975,12,5.533333333,1.383333333,,6.260150136,
218,12616,2,641.3,05-09-2011 15:17,15-02-2011 14:17,320.65,9,6.733333333,3.366666667,,5.770350186,
219,12617,1,355.53,10-11-2011 14:39,10-11-2011 14:39,355.53,11,0,0,,5.873609634,
220,12618,1,137.31,18-11-2011 11:10,18-11-2011 11:10,137.31,11,0,0,,4.922241143,
221,12619,8,2945.56,23-11-2011 14:52,31-03-2011 13:10,368.195,11,7.9,0.9875,,5.908612689,
222,12620,3,1303.41,25-11-2011 10:20,19-05-2011 12:10,434.47,11,6.3,2.1,,6.074126897,
223,12621,20,12411.67,08-12-2011 11:25,09-12-2010 10:16,620.5835,12,12.13333333,0.606666667,,6.430660164,
224,12622,1,162.1,21-04-2011 16:39,21-04-2011 16:39,162.1,4,0,0,,5.088213429,
225,12623,1,269.1,08-03-2011 13:50,08-03-2011 13:50,269.1,3,0,0,,5.595083058,
226,12624,2,569.13,25-08-2011 15:04,15-06-2011 12:34,284.565,8,2.366666667,1.183333333,,5.650961698,
227,12625,2,2413.82,12-05-2011 09:54,24-01-2011 13:27,1206.91,5,3.566666667,1.783333333,,7.095818653,
228,12626,9,5954.48,16-11-2011 16:06,17-01-2011 11:01,661.6088889,11,10.1,1.122222222,,6.494674579,
229,12627,6,4082.53,29-11-2011 12:07,22-07-2011 13:59,680.4216667,11,4.3,0.716666667,,6.522712704,
230,12628,3,732.46,05-12-2011 13:15,06-10-2011 09:28,244.1533333,12,2,0.666666667,,5.497796443,
231,12630,2,1030.88,30-11-2011 10:48,27-10-2011 10:41,515.44,11,1.133333333,0.566666667,,6.245020905,
232,12631,1,480.5,13-10-2011 13:53,13-10-2011 13:53,480.5,10,0,0,,6.174827228,
233,12633,4,1929.98,12-10-2011 11:40,25-02-2011 08:44,482.495,10,7.633333333,1.908333333,,6.178970558,
234,12635,2,1509.18,11-09-2011 11:04,08-07-2011 08:43,754.59,9,2.166666667,1.083333333,,6.626174555,
235,12637,8,5823.9,03-10-2011 13:46,20-01-2011 10:47,727.9875,10,8.533333333,1.066666667,,6.590283878,
236,12638,1,511.69,06-11-2011 13:11,06-11-2011 13:11,511.69,11,0,0,,6.237718973,
237,12639,1,366.1,15-04-2011 12:48,15-04-2011 12:48,366.1,4,0,0,,5.90290652,
238,12640,3,994.58,16-11-2011 11:52,19-09-2011 12:01,331.5266667,11,1.9,0.633333333,,5.803708249,
239,12641,1,145.9,16-08-2011 13:26,16-08-2011 13:26,145.9,8,0,0,,4.982921456,
240,12642,3,905.26,14-11-2011 15:03,24-08-2011 09:23,301.7533333,11,2.733333333,0.911111111,,5.709609907,
241,12643,6,3041.64,03-08-2011 12:56,11-01-2011 11:48,506.94,8,6.8,1.133333333,,6.228392653,
242,12644,1,477.91,02-08-2011 10:33,02-08-2011 10:33,477.91,8,0,0,,6.16942243,
243,12645,4,1631.18,06-11-2011 12:38,27-01-2011 13:08,407.795,11,9.4,2.35,,6.010764597,
244,12646,2,1346.97,05-12-2011 10:14,21-10-2011 12:52,673.485,12,1.466666667,0.733333333,,6.512465724,
245,12647,12,3146.82,17-11-2011 12:56,05-12-2010 14:02,262.235,11,11.53333333,0.961111111,,5.569241048,
246,12648,1,300.05,08-07-2011 11:55,08-07-2011 11:55,300.05,7,0,0,,5.703949127,
